FILENAME,Filename French,Filename English v.2.1,Excluded in the article,Name,Nb inputs,Fq DKO,Fq DKN,Fq TOT,% DKO,% DKN,% TOT,Nb Names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 1-resp,Nb category,Modal category,Fq modal category,% Category Agreement,Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
hairclipper,tondeuse_a_cheveux,hairclipper,,,39,3,4,0,8%,10%,0%,32,hair clipper,6,15%,19%,13,3.32,,36,Skincare&bathroom items,23,64%,1.50,,37,3.41,1.40,,38,3.00,1.21,,32,3.66,1.38,,32,3.09,1.42,,32,3.63,1.48
hairdryer02a,sechoir02a,hairdryer02a,,,39,0,2,0,0%,5%,0%,37,hair dryer,25,64%,68%,5,1.41,,38,Skincare&bathroom items,24,63%,1.50,,38,4.16,1.10,,38,2.92,1.24,,33,3.82,1.13,,33,3.33,1.22,,33,4.03,1.26
hairpin,bobepine,hairpin,,,39,1,1,0,3%,3%,0%,37,hair pin,16,41%,43%,6,1.98,,39,Skincare&bathroom items,29,74%,1.35,,39,4.21,1.30,,39,1.49,0.91,,31,4.74,0.63,,31,3.90,1.33,,31,3.13,1.69
hammer01,marteau01,hammer01,,,39,0,1,0,0%,3%,0%,38,hammer,38,97%,100%,1,0.00,,39,Handlabourtools&accessories,35,90%,0.68,,39,4.15,1.16,,39,2.15,0.99,,33,4.42,0.83,,33,4.21,0.93,,33,3.82,1.42
handbag02a,sacoche02a,handbag02a,,,39,0,0,0,0%,0%,0%,39,bag,15,38%,38%,8,2.41,,37,Clothing,14,38%,1.96,,39,4.26,1.14,,39,2.26,1.12,,27,3.59,1.47,,29,2.79,1.42,,29,2.31,1.04
handfan01b,eventail01b,handfan01b,,,38,0,3,1,0%,8%,3%,34,fan,18,47%,53%,7,1.84,,39,Decoration&gift accessories,24,62%,1.23,,39,3.67,1.30,,39,3.15,1.48,,32,4.28,1.11,,33,4.24,1.23,,32,4.03,1.38
handmixer01d,batteur_electrique01d,handmixer01d,,,39,0,4,1,0%,10%,3%,34,mixer,12,31%,35%,6,2.24,,39,Kitchen&utensils,34,87%,0.73,,39,3.87,1.30,,39,3.28,1.26,,32,4.00,1.30,,32,3.34,1.36,,32,2.50,1.37
handrake01a,rateau_de_jardin01a,handrake01a,yes,,38,5,15,4,13%,39%,11%,14,hand rake,3,8%,21%,10,3.18,,35,Handlabourtools&accessories,26,74%,1.35,,36,3.22,1.51,,37,2.46,0.99,,,,,,,,,,,,
hanger02a,cintre02a,hanger02a,,,39,0,1,1,0%,3%,3%,37,hanger,29,74%,78%,3,0.87,,38,Householdarticles&cleaners,20,53%,1.82,,37,4.51,0.73,,36,1.83,1.00,,33,4.24,0.97,,33,3.24,1.28,,33,2.94,1.48
hat03b,chapeau03b,hat03b,,,39,0,0,0,0%,0%,0%,39,hat,28,72%,72%,6,1.43,,39,Clothing,32,82%,0.79,,38,4.03,1.15,,38,2.76,1.30,,33,2.94,1.50,,33,3.91,1.40,,33,3.45,1.50
headphones02b,ecouteurs02b,headphones02b,,,39,0,0,1,0%,0%,3%,38,headphones,27,69%,71%,5,1.39,,37,Electronic devices&accessories,27,73%,1.31,,39,4.44,0.97,,39,2.87,1.17,,33,4.24,1.00,,33,3.12,1.41,,33,3.64,1.37
highheelshoe01,soulier_a_talon_haut01,highheelshoe01,,,38,0,0,0,0%,0%,0%,38,shoe,20,53%,53%,7,2.08,,36,Clothing,34,94%,0.37,,38,4.37,1.05,,38,2.95,1.14,,33,3.48,1.12,,33,3.70,1.38,,33,3.09,1.35
highlighter02b,marqueur02b,highlighter02b,,,39,0,0,0,0%,0%,0%,39,marker,22,56%,56%,8,1.87,,39,Stationary&schoolsupplies,39,100%,0.00,,39,4.03,1.27,,39,1.97,0.99,,33,3.76,1.06,,33,3.55,1.30,,33,2.33,1.38
hikingshoe01,soulier_de_marche01,hikingshoe01,,,39,0,0,0,0%,0%,0%,39,shoe,23,59%,59%,9,2.10,,39,Clothing,30,77%,0.78,,39,4.38,0.88,,39,2.82,1.32,,33,3.27,1.40,,33,3.36,1.32,,33,3.85,1.28
hinge,charniere,hinge,,,38,1,6,4,3%,16%,11%,27,hinge,17,45%,63%,6,1.68,,38,Handlabourtools&accessories,20,53%,1.52,,38,3.42,1.37,,38,2.47,1.16,,31,4.52,0.72,,31,4.19,1.08,,31,1.94,1.12
honeydewmelon,melon_au_miel,honeydewmelon,,,37,2,1,1,5%,3%,3%,33,melon,22,59%,67%,8,1.78,,36,Food,32,89%,0.59,,35,3.91,1.22,,35,2.09,1.04,,33,4.00,0.94,,33,4.24,0.97,,33,1.52,1.03
horsefigurine,cheval02,horsefigurine,,,36,0,1,0,0%,3%,0%,35,horse,9,25%,26%,18,3.70,,39,Decoration&gift accessories,31,79%,1.17,,39,3.28,1.50,,39,2.59,1.14,,33,3.64,1.25,,33,3.76,1.41,,33,1.58,1.15
hosenozzle,pistolet_a_eau,hosenozzle,,,39,2,10,1,5%,26%,3%,26,hose nozzle,12,31%,46%,11,2.68,,34,Handlabourtools&accessories,21,62%,1.72,,37,3.32,1.53,,37,2.41,1.17,,29,3.59,1.18,,29,3.41,1.12,,29,2.03,1.18
hourglass,sablier,hourglass,,,37,0,2,3,0%,5%,8%,32,hourglass,13,35%,41%,8,2.49,,39,Kitchen&utensils,10,26%,2.52,,39,3.77,1.22,,39,2.77,1.13,,33,3.85,1.30,,33,4.30,0.98,,33,2.33,1.49
iceberglettuce,salade01,iceberglettuce,,,39,0,3,0,0%,8%,0%,36,lettuce,16,41%,44%,8,2.00,,39,Food,27,69%,1.09,,39,4.28,1.00,,39,2.49,1.23,,33,4.39,1.03,,33,3.61,1.41,,33,1.36,0.93
icecreamcone01a,cornet01a,icecreamcone01a,,,39,0,1,0,0%,3%,0%,38,ice cream cone,24,62%,63%,6,1.62,,39,Food,37,95%,0.34,,39,4.21,1.00,,39,2.13,0.98,,33,4.15,1.03,,33,4.36,0.96,,33,2.58,1.52
icecube01,cube_de_glace,icecube01,yes,,38,17,10,0,45%,26%,0%,11,ice cube,6,16%,55%,3,1.32,,20,Food,19,95%,1.08,,29,2.62,1.76,,29,2.28,1.36,,33,3.45,1.48,,30,3.43,1.33,,30,1.87,1.04
icecubetray01a,bac_a_glace01a,icecubetray01a,,,38,0,0,0,0%,0%,0%,38,ice cube tray,21,55%,55%,12,2.36,,38,Kitchen&utensils,33,87%,0.66,,38,4.37,1.02,,38,2.16,1.13,,33,4.36,0.99,,33,3.85,1.23,,33,2.12,0.99
icepack,icepak,icepack,,,39,0,4,1,0%,10%,3%,34,ice pack,25,64%,74%,7,1.44,,38,Householdarticles&cleaners,12,32%,2.38,,39,3.72,1.39,,39,2.49,1.27,,31,3.81,1.40,,31,3.52,1.55,,31,1.52,0.93
iceskate,patin_a_glace,iceskate,,,39,0,1,0,0%,3%,0%,38,skate,19,49%,50%,8,2.24,,39,Outdoor activity&sport items,31,79%,0.95,,37,3.97,1.30,,37,2.97,1.14,,33,4.36,1.08,,33,3.70,1.53,,33,3.06,1.43
insulation,laine_isolante,insulation,yes,,39,11,11,0,28%,28%,0%,17,insulation,5,13%,29%,12,3.29,,23,BuildingInfrastructure,16,70%,2.23,,32,2.81,1.75,,31,2.48,1.39,,,,,,,,,,,,
interlockingbuildingblock03b,lego03b,interlockingbuildingblock03b,,,39,2,4,0,5%,10%,0%,33,lego,10,26%,30%,14,3.14,,37,Gamestoys&entertainment,34,92%,0.48,,38,3.45,1.46,,39,2.05,0.97,,33,3.45,1.37,,33,3.64,1.48,,33,1.85,1.37
iron01b,fer_a_repasser01b,iron01b,,,39,0,0,0,0%,0%,0%,39,iron,36,92%,92%,3,0.46,,38,Householdarticles&cleaners,24,63%,1.73,,39,4.36,0.90,,39,3.03,1.31,,33,4.27,1.07,,33,3.52,1.35,,33,3.94,1.20
jack,adaptateur_de_prise_audio,jack,yes,,39,7,14,0,18%,36%,0%,18,jack,3,8%,17%,14,3.68,,32,Electronic devices&accessories,19,59%,2.08,,33,3.39,1.60,,34,2.88,1.34,,28,2.64,1.85,,28,2.18,1.54,,28,1.82,1.31
jar02,jarre02,jar02,yes,,38,1,8,0,3%,21%,0%,29,bottle,7,18%,24%,15,3.60,,37,Kitchen&utensils,16,43%,2.24,,37,3.51,1.35,,37,2.68,1.27,,32,3.44,1.39,,32,3.97,1.26,,32,1.50,0.76
jar03,jarre03,jar03,,,39,0,1,0,0%,3%,0%,38,jar,13,33%,34%,13,2.80,,39,Kitchen&utensils,23,59%,1.79,,39,3.95,1.36,,39,2.10,1.27,,30,4.13,1.33,,31,3.94,1.26,,30,1.80,1.19
jewelrybox01b,coffret01b,jewelrybox01b,,,39,0,1,0,0%,3%,0%,38,jewelry box,15,38%,39%,9,2.30,,37,Decoration&gift accessories,24,65%,1.55,,39,3.69,1.20,,38,2.84,1.44,,33,3.12,1.32,,33,3.09,1.44,,33,2.18,1.49
jigsaw,scie_sauteuse,jigsaw,yes,,39,8,5,1,21%,13%,3%,25,jigsaw,5,13%,20%,18,3.94,,32,Handlabourtools&accessories,26,81%,1.12,,34,3.44,1.52,,36,3.22,1.31,,31,2.97,1.60,,30,2.20,1.30,,30,2.10,1.30
jug,pot_a_lait,jug,yes,,39,0,3,0,0%,8%,0%,36,pitcher,11,28%,31%,16,3.28,,39,Kitchen&utensils,22,56%,1.54,,39,3.74,1.37,,39,2.51,1.23,,,,,,,,,,,,
kettle01,bouilloire01,kettle01,,,39,0,0,1,0%,0%,3%,38,kettle,26,67%,68%,6,1.55,,39,Kitchen&utensils,32,82%,1.01,,39,4.21,1.00,,39,2.23,1.01,,33,3.64,1.37,,33,4.45,1.18,,33,3.12,1.49
key01,cle01,key01,,,39,0,0,0,0%,0%,0%,39,key,38,97%,97%,2,0.17,,38,others,22,58%,1.48,,39,4.59,0.79,,39,2.41,1.25,,33,4.52,0.80,,33,3.61,1.37,,32,3.84,1.22
keychain,porte-cles,keychain,,,38,0,4,0,0%,11%,0%,34,key chain,17,45%,50%,7,1.87,,36,others,22,61%,1.83,,38,4.00,1.23,,38,2.16,1.03,,32,3.16,1.35,,32,3.41,1.29,,32,2.41,1.41
kitchenscale01a,balance_a_nourriture01a,kitchenscale01a,,,39,0,1,0,0%,3%,0%,38,scale,18,46%,47%,10,2.39,,38,Kitchen&utensils,29,76%,1.24,,39,3.85,1.23,,39,2.77,1.25,,32,4.00,1.22,,31,3.35,1.23,,31,1.77,0.99
kiwi01a,kiwi01a,kiwi01a,yes,,39,8,2,0,21%,5%,0%,29,kiwi,25,64%,86%,4,0.79,,34,Food,24,71%,1.21,,35,3.83,1.36,,37,2.22,1.16,,33,4.24,1.12,,33,3.48,1.20,,33,1.42,0.94
knifesharpener,aiguise-couteaux,knifesharpener,yes,,39,8,12,0,21%,31%,0%,19,knife sharpener,11,28%,58%,9,2.25,,34,Handlabourtools&accessories,16,47%,1.81,,35,3.03,1.69,,36,2.17,1.21,,31,3.65,1.56,,31,3.52,1.39,,31,3.32,1.45
ladle02a,louche02a,ladle02a,,,39,0,3,1,0%,8%,3%,35,ladle,20,51%,57%,9,2.13,,38,Kitchen&utensils,37,97%,0.18,,38,4.16,1.08,,39,1.95,1.12,,32,4.13,1.16,,32,3.47,1.39,,32,2.94,1.48
lamp04a,lampe04a,lamp04a,,,38,0,0,0,0%,0%,0%,38,lamp,35,92%,92%,3,0.47,,38,Furniture,14,37%,2.06,,38,4.50,0.73,,38,2.63,1.15,,33,3.55,1.42,,33,4.06,1.30,,33,2.27,1.28
laptop01a,ordinateur_portable01a,laptop01a,,,39,0,0,0,0%,0%,0%,39,laptop,29,74%,74%,5,1.29,,38,Electronic devices&accessories,36,95%,0.35,,38,4.63,0.71,,39,3.59,1.39,,33,4.27,1.04,,33,3.42,1.39,,33,3.24,1.64
lbracket01,angle01,lbracket01,,,39,2,17,2,5%,44%,5%,18,bracket,5,13%,28%,13,3.41,,37,BuildingInfrastructure,19,51%,1.30,,38,3.34,1.48,,36,2.03,1.03,,29,3.31,1.63,,29,3.17,1.51,,29,1.48,0.83
leaf02a,feuille_d_arbre02a,leaf02a,,,39,0,0,0,0%,0%,0%,39,leaf,38,97%,97%,2,0.17,,39,Natural&elements,37,95%,0.34,,39,4.44,0.94,,39,1.82,0.85,,32,3.75,1.11,,32,3.66,1.47,,33,2.15,1.28
leek,poireau,leek,,,38,2,10,1,5%,26%,3%,25,leek,16,42%,64%,7,1.81,,37,Food,27,73%,0.84,,36,3.83,1.28,,36,2.47,1.36,,28,4.29,1.12,,29,3.48,1.30,,30,1.47,1.07
lei,collier_hawaien,lei,yes,,37,15,8,1,41%,22%,3%,13,lei,4,11%,31%,7,2.57,,26,Decoration&gift accessories,13,50%,2.82,,30,2.47,1.50,,30,2.00,1.14,,,,,,,,,,,,
lemon02,citron,lemon02,,,39,0,0,0,0%,0%,0%,39,lemon,39,100%,100%,1,0.00,,39,Food,32,82%,0.68,,39,4.62,0.63,,39,2.23,1.09,,33,4.94,0.24,,33,4.52,0.76,,33,2.12,1.36
lettuce,salade02,lettuce,,,39,0,1,0,0%,3%,0%,38,lettuce,26,67%,68%,9,1.80,,39,Food,32,82%,0.89,,39,4.64,0.63,,39,3.03,1.46,,32,4.03,1.23,,32,3.81,1.31,,32,1.34,0.75
level03a,niveau03a,level03a,,,39,5,8,3,13%,21%,8%,23,level,17,44%,74%,7,1.50,,34,Handlabourtools&accessories,24,71%,1.67,,35,3.43,1.46,,35,2.54,1.01,,30,3.30,1.39,,30,2.80,1.13,,31,2.00,1.39
lifejacket,gilet_de_sauvetage,lifejacket,,,39,0,2,0,0%,5%,0%,37,life jacket,25,64%,68%,7,1.69,,39,Outdoor activity&sport items,33,85%,0.72,,39,3.97,1.37,,39,2.92,1.36,,33,3.76,1.03,,33,3.67,1.24,,33,2.85,1.42
lightbulb01,ampoule01,lightbulb01,,,39,0,1,2,0%,3%,5%,36,light bulb,30,77%,83%,4,0.86,,37,Householdarticles&cleaners,15,41%,1.91,,39,4.54,0.88,,39,2.97,1.22,,32,4.81,0.40,,32,3.88,1.26,,32,3.19,1.57
lighter01,briquet01,lighter01,,,38,0,1,0,0%,3%,0%,37,lighter,35,92%,95%,3,0.36,,38,others,26,68%,1.57,,39,4.21,1.13,,39,2.69,1.28,,33,4.30,0.77,,33,3.97,0.92,,33,3.79,1.36
lime,lime,lime,,,39,1,4,2,3%,10%,5%,32,lime,26,67%,81%,6,1.12,,39,Food,30,77%,0.90,,39,3.72,1.49,,38,2.24,1.13,,32,4.53,0.76,,32,4.06,1.16,,32,1.91,1.42
lintbrush,brosse_a_vetement,lintbrush,,,38,2,4,0,5%,11%,0%,32,lint brush,18,47%,56%,11,2.38,,37,Householdarticles&cleaners,18,49%,1.81,,38,3.61,1.28,,38,2.37,1.08,,32,4.09,1.28,,33,3.85,1.23,,33,2.61,1.50
lipstick02a,rouge_a_levres02a,lipstick02a,,,39,1,0,0,3%,0%,0%,38,lipstick,37,95%,97%,2,0.18,,39,Skincare&bathroom items,33,85%,0.91,,38,4.08,1.32,,39,2.00,0.97,,33,3.88,0.99,,33,4.09,1.23,,33,4.30,1.13
liquorbottle01,bouteille_d_alcool01,liquorbottle01,yes,,39,2,4,0,5%,10%,0%,33,oil bottle,8,21%,24%,17,3.58,,35,Food,17,49%,1.63,,37,3.62,1.52,,37,2.32,1.23,,,,,,,,,,,,
lock03a,cadenas03a,lock03a,,,39,0,1,0,0%,3%,0%,38,lock,26,67%,68%,3,1.16,,38,others,15,39%,2.33,,39,4.26,0.91,,39,2.59,1.14,,31,4.32,1.08,,31,3.45,1.52,,31,2.65,1.58
lockingplier,pince04,lockingplier,,,39,1,11,3,3%,28%,8%,24,vice grip,7,18%,29%,7,2.30,,38,Handlabourtools&accessories,36,95%,0.85,,38,3.24,1.42,,38,3.08,1.28,,27,4.04,1.34,,27,3.96,1.09,,28,2.25,1.32
log,buche,log,,,39,0,0,0,0%,0%,0%,39,log,14,36%,36%,13,2.84,,38,Natural&elements,22,58%,1.77,,39,3.90,1.19,,39,2.56,1.48,,32,3.59,1.41,,32,3.97,1.23,,32,2.06,1.44
lollipop01,sucon01,lollipop01,yes,,39,8,8,0,21%,21%,0%,23,lollipop,13,33%,57%,11,2.43,,31,Food,16,52%,2.24,,33,3.33,1.61,,34,1.91,1.03,,33,4.00,1.09,,33,2.73,1.31,,32,3.31,1.51
lunchbox,coffre_de_travail,lunchbox01,,,38,0,1,0,0%,3%,0%,37,lunch box,19,50%,51%,11,2.50,,36,others,13,36%,2.70,,38,3.42,1.27,,38,2.11,0.95,,33,3.09,1.51,,33,3.48,1.44,,33,2.03,1.16
magnifyingglass01b,loupe01b,magnifyingglass01b,,,39,2,2,1,5%,5%,3%,34,magnifying glass,28,72%,82%,5,1.01,,38,others,14,37%,2.53,,39,3.38,1.53,,39,2.23,1.09,,33,4.55,0.83,,33,3.52,1.37,,33,3.61,1.52
makeupbrush04,pinceau_a_maquillage04,makeupbrush04,,,38,0,7,0,0%,18%,0%,31,make-up brush,14,37%,45%,7,2.23,,36,Skincare&bathroom items,30,83%,1.03,,34,3.82,1.34,,36,2.31,1.17,,32,4.00,1.11,,33,3.76,1.35,,33,3.33,1.31
mallet01b,maillet01b,mallet01b,,,38,0,5,2,0%,13%,5%,31,hammer,13,34%,42%,8,2.29,,37,Handlabourtools&accessories,29,78%,1.13,,39,3.59,1.33,,39,2.10,0.94,,33,3.30,1.47,,33,3.61,1.43,,33,4.24,1.00
mango01,mangue,mango01,,,39,6,1,0,15%,3%,0%,32,mango,19,49%,59%,7,1.93,,38,Food,31,82%,1.10,,38,3.55,1.57,,37,1.73,0.87,,33,3.76,1.39,,33,3.73,1.31,,33,1.39,0.93
manshoe,soulier_de_ville,manshoe,,,39,0,0,0,0%,0%,0%,39,shoe,30,77%,77%,3,0.99,,39,Clothing,36,92%,0.39,,39,4.28,1.10,,39,2.38,1.11,,33,3.70,1.24,,33,3.73,1.40,,32,3.66,1.29
marker01a,crayolla01a,marker01a,,,39,0,0,0,0%,0%,0%,39,marker,32,82%,82%,6,1.08,,38,Stationary&schoolsupplies,37,97%,0.18,,39,4.36,1.11,,39,2.13,1.13,,33,3.91,1.26,,33,3.52,1.30,,33,2.58,1.17
mascarabrush,mascara,mascarabrush,,,39,0,4,1,0%,10%,3%,34,mascara brush,9,23%,26%,12,3.02,,37,Skincare&bathroom items,33,89%,0.71,,38,4.18,1.18,,38,2.32,1.09,,33,4.27,1.13,,33,3.85,1.15,,33,3.76,1.35
mask02a,masque02a,mask02a,,,38,2,5,0,5%,13%,0%,31,mask,15,39%,48%,13,2.81,,35,Decoration&gift accessories,27,77%,1.27,,36,3.44,1.54,,36,3.14,1.36,,33,2.70,1.59,,33,2.76,1.44,,33,2.64,1.50
match,allumette,match,,,39,0,0,0,0%,0%,0%,39,match,36,92%,92%,3,0.46,,37,others,14,38%,2.28,,39,4.41,1.07,,39,1.90,1.19,,33,4.61,0.75,,33,3.70,1.21,,33,3.85,1.39
measuringcup01,tasse_a_mesurer01,measuringcup01,,,39,0,2,0,0%,5%,0%,37,measuring cup,35,90%,95%,3,0.36,,39,Kitchen&utensils,36,92%,0.46,,39,4.26,1.12,,39,2.54,1.41,,33,4.33,1.11,,33,3.94,1.12,,33,2.24,1.41
measuringspoon,cuilliere_a_mesurer,measuringspoon,,,39,0,2,0,0%,5%,0%,37,spoon,9,23%,24%,12,3.03,,39,Kitchen&utensils,39,100%,0.00,,39,4.10,1.12,,39,1.92,0.98,,33,3.36,1.41,,33,3.52,1.52,,33,2.64,1.32
measuringtape01,galon_a_mesurer01,measuringtape01,,,39,0,2,1,0%,5%,3%,36,measuring tape,28,72%,78%,5,1.17,,39,Handlabourtools&accessories,36,92%,0.46,,39,4.08,1.01,,39,2.64,1.18,,33,4.21,0.96,,33,3.58,1.20,,33,3.36,1.56
mechanicalpencil02,crayon_pousse-mine01,mechanicalpencil02,,,38,0,0,1,0%,0%,3%,37,pencil,20,53%,54%,6,1.72,,38,Stationary&schoolsupplies,38,100%,0.00,,38,4.45,1.01,,38,2.34,1.05,,33,4.03,1.19,,33,3.42,1.35,,33,2.82,1.61
medal02b,medaille02b,medal02b,,,38,0,1,0,0%,3%,0%,37,medal,33,87%,89%,4,0.66,,37,Outdoor activity&sport items,18,49%,2.06,,37,3.78,1.40,,36,2.11,1.09,,33,4.06,1.30,,33,3.91,1.35,,33,2.36,1.32
melbatoast,biscotte,melbatoast,,,39,0,2,2,0%,5%,5%,35,melba toast,15,38%,43%,9,2.49,,39,Food,37,95%,0.34,,39,4.23,1.01,,39,2.23,1.13,,30,4.07,1.14,,30,3.63,1.38,,30,1.27,0.74
metalbrush,brosse_de_metal,metalbrush,,,38,2,8,0,5%,21%,0%,28,brush,13,34%,46%,8,2.35,,34,Handlabourtools&accessories,9,26%,2.49,,36,3.44,1.42,,34,2.09,1.14,,31,3.35,1.36,,31,3.48,1.29,,31,2.00,1.18
metalscissors,ciseaux_a_tole,metalscissors,,,39,0,5,1,0%,13%,3%,33,scissors,11,28%,33%,15,3.36,,37,Handlabourtools&accessories,31,84%,0.95,,38,3.05,1.47,,38,2.50,1.06,,33,3.12,1.54,,33,3.61,1.34,,33,2.73,1.26
metronome,metronome,metronome,,,38,5,10,2,13%,26%,5%,21,metronome,13,34%,62%,8,2.01,,28,Musical&instruments,17,61%,1.94,,32,3.41,1.54,,32,3.22,1.50,,25,3.88,1.13,,25,4.04,1.24,,25,2.64,1.50
microscope,microscope,microscope,,,39,0,0,2,0%,0%,5%,37,microscope,36,92%,97%,2,0.18,,39,Medical&instrument&accessories,23,59%,1.78,,38,3.84,1.33,,39,3.56,1.55,,33,4.70,0.64,,33,4.70,0.68,,33,3.55,1.50
milkcontainer,pinte_de_lait,milkcontainer,,,39,0,2,0,0%,5%,0%,37,milk container,10,26%,27%,16,3.40,,39,Kitchen&utensils,24,62%,1.31,,39,4.15,1.16,,39,2.54,1.21,,33,3.24,1.62,,33,3.55,1.37,,33,2.06,1.22
mirror01,Miroir,mirror01,,,39,5,5,0,13%,13%,0%,29,mirror,16,41%,55%,9,2.25,,34,Decoration&gift accessories,21,62%,1.94,,35,3.11,1.53,,37,3.46,1.57,,33,2.39,1.60,,33,2.21,1.29,,33,2.52,1.54
mitten04,mitaine04,mitten04,,,39,0,0,0,0%,0%,0%,39,mitten,26,67%,67%,3,1.18,,38,Clothing,30,79%,1.02,,38,4.29,0.96,,39,2.28,1.02,,32,3.59,1.13,,32,3.47,1.41,,32,2.69,1.45
moccasin,mocassin,moccasin,,,39,0,3,1,0%,8%,3%,35,moccasin,16,41%,46%,15,2.99,,39,Clothing,36,92%,0.51,,38,3.50,1.31,,38,2.87,1.26,,30,3.47,1.53,,30,3.67,1.15,,30,1.63,0.89
monitor,ecran_d_ordinateur,monitor,,,38,0,0,0,0%,0%,0%,38,monitor,17,45%,45%,8,2.22,,39,Electronic devices&accessories,38,97%,0.17,,39,4.51,0.82,,39,2.92,1.29,,33,4.52,1.18,,33,3.58,1.50,,33,2.24,1.44
motoroilbottle01,bouteille_d_huile01,motoroilbottle01,,,24,3,1,0,13%,4%,0%,20,bottle,4,17%,20%,12,3.35,,23,Householdarticles&cleaners,16,70%,2.37,,24,3.08,1.59,,23,2.39,1.08,,32,2.91,1.53,,30,3.20,1.42,,30,1.37,0.81
mousetrap,trappe_a_souris,mousetrap,,,38,1,3,1,3%,8%,3%,33,mouse trap,31,82%,94%,2,0.33,,38,Householdarticles&cleaners,19,50%,1.61,,39,3.31,1.54,,38,2.87,1.40,,33,4.64,0.49,,33,4.36,0.93,,33,2.61,1.39
muffintray02,moule_a_muffins02,muffintin02,yes,,39,2,3,3,5%,8%,8%,31,muffin tin,7,18%,23%,17,3.69,,36,Kitchen&utensils,28,78%,1.26,,38,4.03,1.20,,38,2.21,1.14,,33,3.79,1.19,,33,3.94,1.25,,33,1.48,0.97
mug01,tasse01,cup01,,,39,0,0,0,0%,0%,0%,39,cup,24,62%,62%,5,1.51,,39,Kitchen&utensils,37,95%,0.34,,38,4.63,0.71,,37,1.84,0.83,,33,3.64,1.27,,33,4.45,0.79,,33,3.27,1.44
mushroom01,champignon01,mushroom01,,,39,0,0,0,0%,0%,0%,39,mushroom,39,100%,100%,1,0.00,,39,Food,28,72%,0.98,,39,4.64,0.63,,39,2.31,1.32,,33,4.36,0.74,,33,4.36,1.03,,33,1.58,1.03
nail,clou,nail,,,39,0,1,2,0%,3%,5%,36,nail,28,72%,78%,4,1.00,,39,Handlabourtools&accessories,20,51%,1.29,,39,4.15,1.16,,39,2.38,1.25,,33,4.06,1.17,,33,3.33,1.38,,33,2.85,1.42
nailclipper03b,coupe_ongles03b,nailclipper03b,,,39,0,2,1,0%,5%,3%,36,nail clipper,31,79%,86%,5,0.85,,38,Skincare&bathroom items,33,87%,0.76,,39,4.36,1.04,,39,2.59,1.25,,32,4.72,0.58,,32,3.81,1.20,,33,3.88,1.39
nailfile,lime_a_ongles,nailfile,yes,,39,8,6,3,21%,15%,8%,22,nail file,12,31%,55%,9,2.29,,31,Skincare&bathroom items,16,52%,1.89,,37,3.14,1.70,,37,1.49,0.80,,,,,,,,,,,,
nailpolish03b,vernis_a_ongles03b,nailpolish03b,,,39,1,2,0,3%,5%,0%,36,nail polish,29,74%,81%,7,1.20,,38,Skincare&bathroom items,33,87%,0.81,,39,4.08,1.33,,39,2.31,0.95,,32,3.91,1.15,,32,4.06,1.01,,32,3.69,1.51
nasalspray01,vaporisateur_nasal,nasalspray01,yes,,39,3,5,0,8%,13%,0%,31,nasal spray,6,15%,19%,15,3.50,,33,Medical&instrument&accessories,11,33%,2.34,,35,3.03,1.48,,36,2.64,1.27,,33,3.85,1.30,,33,4.15,1.12,,33,3.64,1.37
necklace,collier,necklace,,,38,0,2,0,0%,5%,0%,36,necklace,29,76%,81%,5,1.07,,39,Jewels&money,21,54%,1.79,,39,4.15,1.20,,39,2.46,1.07,,33,3.55,1.25,,33,3.61,1.30,,33,3.33,1.51
needlenosepliers01,pince01,needlenosepliers01,,,39,0,10,1,0%,26%,3%,28,pliers,21,54%,75%,6,1.34,,39,Handlabourtools&accessories,32,82%,0.38,,39,3.85,1.25,,39,2.56,0.94,,32,4.34,0.94,,32,3.84,1.17,,32,2.63,1.41
notebook03a,cahier03a,notebook03a,,,39,0,1,0,0%,3%,0%,38,notebook,23,59%,61%,11,2.23,,39,Stationary&schoolsupplies,37,95%,0.34,,39,4.33,1.13,,38,2.11,0.92,,33,3.91,1.28,,33,3.12,1.34,,33,2.79,1.52
number3,chiffre,number3,,,39,2,7,0,5%,18%,0%,30,number 3,6,15%,20%,21,4.10,,37,Gamestoys&entertainment,27,73%,1.32,,37,3.14,1.38,,37,1.81,1.02,,28,3.64,1.19,,28,3.54,1.17,,29,1.62,1.05
nutcracker01,casse-noisette,nutcracker01,,,39,5,5,0,13%,13%,0%,29,nutcracker,27,69%,93%,3,0.43,,33,Kitchen&utensils,26,79%,1.08,,37,3.43,1.64,,36,2.36,1.31,,33,3.55,1.50,,32,3.75,1.39,,31,3.00,1.53
oblongcan02,bidon_de_solvant01,solvent02,yes,,36,1,4,1,3%,11%,3%,30,oil can,6,17%,20%,18,3.87,,33,Householdarticles&cleaners,10,30%,2.16,,33,3.03,1.40,,32,2.31,1.15,,,,,,,,,,,,
