FILENAME,Filename English v.2.1,Dataset,Name,Nb inputs,Fq DKO,Fq DKN,Fq  TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 2-resp,Nb category (answer1),Nb category (answer2),Nb category (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
doghouse,kennel,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Dog House,40,95%,98%,2,0.17,,33,3,36,Building infrastructure,27,1,82%,78%,1.03,,42,4.5,0.77,,42,2.24,1.1,,32,3.72,1.05,,32,3.59,1.36,,34,2.24,1.28
kettle01,kettle01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,32,1,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
key01,key01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Household article & cleaner,19,0,58%,58%,2.23,,,,,,,,,,,,,,,,,,,,
keyboard,keyboard,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,keyboard,15,36%,37%,12,2.86,,33,6,39,Musical instrument,29,2,88%,79%,0.65,,42,4.43,0.86,,42,2.83,1.23,,,,,,,,,,34,3.85,0.86
keychain,keychain,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Household article & cleaner,12,0,36%,34%,2.32,,,,,,,,,,,,,,,,,,,,
keyhook,keyholder,BOSS-2014 (v.2),,42,3,4,3,7%,10%,7%,32,Key hook,5,12%,16%,15,3.6,,33,0,33,Furniture,11,0,33%,33%,2.51,,40,4.25,1.08,,41,2.22,1.17,,,,,,,,,,33,2.64,1.22
keyhole,keyhole,BOSS-2014 (v.2),,42,0,0,4,0%,0%,10%,38,Keyhole,12,29%,32%,7,2.19,,32,0,32,Building material,17,0,53%,53%,1.68,,42,4.64,0.66,,42,2.19,0.97,,,,,,,,,,34,3.41,1.28
kidbicycle,kidbicycle,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Bike,14,33%,33%,8,2.49,,32,8,40,Vehicle,16,2,50%,45%,1.51,,42,4.57,0.67,,42,2.64,1.3,,,,,,,,,,34,3.85,1.02
kiddiepool,kidpool,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,kiddie pool,11,26%,26%,10,2.81,,32,3,35,Outdoor activity & sport item,25,2,78%,77%,1.01,,42,4.5,0.77,,42,1.86,0.81,,,,,,,,,,34,2.59,1.31
kidpicnictable,kidtable,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Kids picnic Table,6,14%,14%,19,3.88,,33,10,43,Gamestoy & entertainment,18,7,55%,58%,1.25,,42,4.12,0.99,,42,2.24,1.03,,,,,,,,,,34,2.24,1.18
killerwhale,killerwhale01,BOSS-2014 (v.2),,41,0,0,1,0%,0%,2%,40,Killer whale,15,37%,38%,6,2.18,,33,1,34,Sea mammal,28,0,85%,82%,0.76,,41,4.39,1,,41,2.66,1.33,,,,,,,,,,34,1.97,1.27
kingfisher,kingfisher,BOSS-2014 (v.2),,42,1,3,0,2%,7%,0%,38,bird,26,62%,68%,5,1.28,,33,1,34,Bird,32,0,97%,94%,0.2,,41,3.63,1.11,,41,3.02,1.39,,32,3.06,1.48,,32,3.66,1.33,,34,1.59,1.05
kitchenscale01a,kitchenscale01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,24,0,73%,71%,0.98,,,,,,,,,,,,,,,,,,,,
kite,kite,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,kite,41,98%,98%,2,0.16,,33,2,35,Outdoor activity & sport item,17,2,52%,54%,1,,42,4.43,0.77,,42,2.1,1.23,,32,2.94,1.48,,32,3.53,1.46,,34,3.71,1.36
kiwi01a,kiwi01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,33,0,100%,97%,0,,,,,,,,,,,,,,,,,,,,
kiwi03,kiwi02b,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Kiwi,35,83%,83%,4,0.89,,32,0,32,Food,32,0,100%,100%,0,,42,4.71,0.55,,42,2.38,1.27,,32,3.72,1.17,,32,3.47,1.19,,34,1.91,1.29
knee,knee,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Knee,37,88%,88%,3,0.61,,33,0,33,Bodypart,33,0,100%,100%,0,,42,4.93,0.34,,42,2.02,1.3,,32,4.13,1.1,,32,3.19,1.35,,33,3.82,1.36
kneepad01c,kneepad01c,BOSS-2014 (v.2),,42,9,2,2,21%,5%,5%,29,knee pad,23,55%,79%,5,1.11,,33,4,37,Outdoor activity & sport item,27,1,82%,76%,1.03,,39,3.62,1.55,,42,2.48,0.97,,18,3.67,1.08,,18,2.94,1.59,,32,2.16,1.17
knife03,knife03,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,knife,27,64%,64%,6,1.5,,33,0,33,Kitchen & utensil,31,0,94%,94%,0.39,,42,4.81,0.59,,42,1.67,0.79,,32,3.84,1.19,,32,3.56,1.34,,34,3.85,1.18
knifesharpener,knifesharpener,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Hand labour tool & accessory,19,0,58%,58%,1.74,,,,,,,,,,,,,,,,,,,,
brassknuckle,knuckle,BOSS-2014 (v.2),,41,16,4,3,39%,10%,7%,18,Brass knuckles,14,34%,78%,5,1.21,,33,1,34,War related weapon & item,18,0,55%,53%,2.24,,39,2.72,1.5,,39,1.82,0.97,,,,,,,,,,32,2.56,1.52
ladder,ladder,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,ladder,40,95%,95%,3,0.32,,32,0,32,Hand labour tool & accessory,26,0,81%,81%,0.87,,42,4.6,0.77,,42,1.93,0.92,,32,3.66,1.26,,32,4,1.22,,34,4.12,1.15
womenwashroomsign,ladiessign,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,women's bathroom sign,12,29%,29%,15,3.33,,33,1,34,Building infrastructure,9,0,27%,26%,2.39,,42,4.76,0.69,,42,1.6,0.77,,,,,,,,,,34,2.35,1.18
ladle02a,ladle02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,32,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
ladybug03,ladybug03,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Ladybug,39,93%,93%,4,0.48,,33,1,34,Insect,32,0,97%,94%,0.2,,42,4.69,0.6,,42,2.79,1.49,,32,4.53,0.8,,32,3.44,1.44,,34,1.53,0.83
lamp04a,lamp04a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Electronic device & accessory,12,1,36%,37%,2.25,,,,,,,,,,,,,,,,,,,,
lamppost01,lamppost,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Lamp post,13,31%,32%,10,2.7,,32,1,33,Building infrastructure,19,1,59%,61%,1.8,,42,4.48,0.94,,42,2.5,0.97,,,,,,,,,,34,2.06,1.28
lantern03,lantern03,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,Lantern,24,57%,60%,10,2.11,,32,1,33,Decoration & gift accessory,15,0,47%,45%,2.34,,42,4.02,1.05,,42,2.45,1.04,,32,3.44,1.29,,32,4.19,1.09,,34,2.74,1.16
pin,lapelbadge,BOSS-2014 (v.2),,42,0,0,3,0%,0%,7%,39,pin,27,64%,69%,7,1.57,,33,0,33,Decoration & gift accessory,18,0,55%,55%,2,,42,4.4,0.77,,42,1.81,0.89,,32,2.44,1.72,,32,2.5,1.55,,34,2.79,1.2
laptop01a,laptop01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Electronic device & accessory,33,1,100%,97%,0,,,,,,,,,,,,,,,,,,,,
laundrybasket01a,laundrybasket01a,BOSS-2014 (v.2),,42,0,0,2,0%,0%,5%,40,laundry basket,20,48%,50%,8,2.04,,33,2,35,Household article & cleaner,28,0,85%,80%,0.9,,42,4.62,0.7,,42,1.76,0.79,,,,,,,,,,34,2.68,1.22
lawnmower,lawnmower,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,lawn mower,40,95%,98%,2,0.17,,33,2,35,Hand labour tool & accessory,19,1,58%,57%,1.73,,42,4.55,0.67,,42,2.57,1.21,,32,3.75,1.19,,32,3.56,1.37,,34,3.62,1.35
lawnmowertractor,lawnmowertractor,BOSS-2014 (v.2),,42,0,4,1,0%,10%,2%,37,lawn mower,11,26%,30%,14,3.13,,31,4,35,Vehicle,29,1,94%,86%,0.35,,42,4.05,0.96,,42,3.1,1.34,,,,,,,,,,34,2.79,1.27
lbracket01,lbracket01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Building material,21,0,66%,64%,1.44,,,,,,,,,,,,,,,,,,,,
leaf02a,leaf02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Natural element,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
leafblower01,leafblower01,BOSS-2014 (v.2),,42,4,5,0,10%,12%,0%,33,leaf blower,27,64%,82%,5,1.01,,32,3,35,Hand labour tool & accessory,25,2,78%,77%,0.97,,40,3.88,1.11,,41,2.54,0.95,,32,3.5,1.19,,32,3.63,1.41,,34,2.44,1.35
leafrake,leafrake,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,rake,36,86%,90%,3,0.55,,32,0,32,Hand labour tool & accessory,21,0,66%,66%,1.27,,42,4.79,0.61,,42,1.57,0.7,,32,4.44,1.05,,32,4,1.37,,34,4.15,1.05
lectern01,lectern01,BOSS-2014 (v.2),,42,0,3,1,0%,7%,2%,38,podium,19,45%,50%,9,2.38,,32,0,32,Electronic device & accessory,18,0,56%,56%,1.31,,42,4.17,1.06,,42,2.02,0.81,,,,,,,,,,34,2.71,1.29
leek,leek,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
leg,leg,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Leg,25,60%,60%,9,2.08,,32,0,32,Bodypart,32,0,100%,100%,0,,42,4.83,0.66,,42,2.07,1.33,,32,3.44,1.37,,32,3,1.52,,34,3.38,1.48
lei,lei,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Decoration & gift accessory,20,0,61%,61%,1.71,,,,,,,,,,,,,,,,,,34,1.97,1.38
lemon02,lemon02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,32,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
lettuce,lettuce,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
level03a,level03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Hand labour tool & accessory,26,1,79%,79%,1.22,,,,,,,,,,,,,,,,,,,,
licenseplate,licenseplate,BOSS-2014 (v.2),,41,0,0,1,0%,0%,2%,40,License Plate,34,83%,85%,4,0.8,,33,2,35,Vehicle,18,1,55%,54%,2.04,,41,4.83,0.38,,41,1.54,0.74,,32,4.13,1.13,,32,3.44,1.19,,33,1.97,1.42
lychee01,lichi01,BOSS-2014 (v.2),,42,14,2,2,33%,5%,5%,24,Lychee,12,29%,50%,10,2.46,,32,2,34,Food,27,2,84%,85%,0.93,,42,2.76,1.59,,41,2.46,1.19,,,,,,,,,,28,1.32,0.55
lifesaver,lifebelt,BOSS-2014 (v.2),,42,0,3,11,0%,7%,26%,28,Life saver,9,21%,32%,13,3.09,,32,0,32,Outdoor activity & sport item,23,0,72%,72%,1.44,,42,4.36,0.85,,42,1.79,0.84,,,,,,,,,,34,3.12,1.34
lifejacket,lifejacket,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,8,41,Outdoor activity & sport item,24,5,73%,71%,1.11,,,,,,,,,,,,,,,,,,,,
lightbulb01,lightbulb01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Electronic device & accessory,14,0,44%,42%,1.86,,,,,,,,,,,,,,,,,,,,
lighter01,lighter01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Household article & cleaner,15,0,45%,44%,2.45,,,,,,,,,,,,,,,,,,,,
lighthouse,lighthouse,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Lighthouse,37,88%,90%,3,0.54,,33,0,33,Building infrastructure,32,0,97%,97%,0.2,,42,4.1,1.19,,42,2.71,1.2,,32,4.06,1.05,,32,3.72,1.4,,34,1.91,1.16
lightswitch01,lightswitch01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Light switch,41,98%,98%,2,0.16,,33,2,35,Electronic device & accessory,13,1,39%,40%,1.99,,42,4.83,0.54,,42,1.64,0.73,,32,4.03,1.06,,32,4.06,1.29,,34,4.26,1.11
lily,lily,BOSS-2014 (v.2),,42,1,2,1,2%,5%,2%,38,flower,34,81%,89%,5,0.7,,33,1,34,Natural element,30,1,91%,91%,0.52,,42,3.52,1.27,,42,3.17,1.41,,31,2.77,1.38,,32,3.59,1.36,,34,1.88,1.17
lilypad,lilypad,BOSS-2014 (v.2),,42,0,1,3,0%,2%,7%,38,Lily pad,21,50%,55%,9,2.06,,33,0,33,Natural element,33,0,100%,100%,0,,42,4.26,1.01,,42,1.98,1.09,,,,,,,,,,34,1.56,0.93
lime,lime,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,31,0,94%,91%,0.39,,,,,,,,,,,,,,,,,,,,
linedpaper,linedpaper,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Paper,15,36%,36%,13,2.98,,33,0,33,Stationary & school supply,33,0,100%,100%,0,,42,4.95,0.31,,42,1.5,0.77,,,,,,,,,,34,3.41,1.35
lintbrush,lintbrush,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Household article & cleaner,22,1,69%,70%,1.36,,,,,,,,,,,,,,,,,,,,
lintroller,lintroller,BOSS-2014 (v.2),,42,0,5,2,0%,12%,5%,35,Lint roller,23,55%,66%,8,1.83,,33,2,35,Household article & cleaner,20,2,61%,63%,1.69,,42,4.36,0.79,,42,1.71,0.71,,18,4.11,1.32,,18,4.06,1.3,,34,2.97,1.29
lion,lion,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,lion,37,88%,88%,3,0.61,,33,0,33,Feline,21,0,64%,64%,1.1,,42,4.4,0.99,,42,3.02,1.46,,31,4.03,1.11,,32,3.31,1.51,,34,2.18,1.45
lionstatue,lionstatue,BOSS-2014 (v.2),,42,0,11,0,0%,26%,0%,31,lion statue,19,45%,61%,8,1.85,,33,5,38,Building infrastructure,20,2,61%,58%,1.36,,42,3.57,1.06,,42,2.6,1.06,,,,,,,,,,34,1.56,0.99
lipstick02a,lipstick02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Skincare & bathroom item,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
liquorbottle01,liquorbottle01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,21,0,64%,64%,1.24,,,,,,,,,,,,,,,,,,34,1.82,1.06
lizard,lizard,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Lizard,28,67%,68%,5,1.33,,33,0,33,Reptile,32,0,97%,97%,0.2,,42,3.79,1.02,,42,3.02,1.37,,32,3.75,1.19,,32,3.81,1.38,,34,1.82,1.11
lock03a,lock03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Hand labour tool & accessory,12,0,36%,36%,2.47,,,,,,,,,,,,,,,,,,,,
boltcutter,lockcutter,BOSS-2014 (v.2),,42,0,5,4,0%,12%,10%,33,Bolt cutter,11,26%,33%,9,2.47,,33,0,33,Hand labour tool & accessory,32,0,97%,97%,0.2,,41,3.85,0.96,,41,2.24,0.8,,,,,,,,,,34,3.09,1.29
locker,locker,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,locker,41,98%,98%,2,0.16,,33,1,34,Building infrastructure,13,0,39%,38%,1.93,,42,4.76,0.48,,42,1.6,0.59,,32,3.97,1.15,,32,4.47,0.92,,34,3.12,1.25
lockingplier,lockingplier,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,30,0,30,Hand labour tool & accessory,28,0,93%,93%,0.42,,,,,,,,,,,,,,,,,,,,
locomotive,locomotive,BOSS-2014 (v.2),,41,2,1,0,5%,2%,0%,38,Train,22,54%,58%,11,2.24,,32,1,33,Vehicle,31,0,97%,94%,0.2,,41,3.88,1.19,,41,3.61,1.46,,32,3.22,1.34,,32,2.53,1.41,,34,2.29,1.47
log,log,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Natural element,27,1,82%,80%,1.09,,,,,,,,,,,,,,,,,,,,
lollipop01,lollipop01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
lollipop04,lollipop04,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,lollipop,35,83%,83%,5,0.93,,33,0,33,Food,31,0,94%,94%,0.39,,42,4.76,0.66,,42,1.57,0.7,,32,3.75,1.22,,32,3.03,1.45,,34,3.74,1.38
loppingshears,loppingshears,BOSS-2014 (v.2),,42,0,4,3,0%,10%,7%,35,pliers,9,21%,26%,14,3.29,,33,0,33,Hand labour tool & accessory,29,0,88%,88%,0.78,,42,4.07,0.84,,42,2.29,0.92,,,,,,,,,,34,2.94,1.25
lunchbox,lunchbox01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Household article & cleaner,9,0,27%,26%,2.81,,,,,,,,,,,,,,,,,,,,
lunchbag,lunchbox02,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Lunch bag,17,40%,41%,8,2.07,,33,0,33,Stationary & school supply,12,0,36%,36%,2.47,,42,4.5,0.67,,42,2.31,0.98,,,,,,,,,,34,2.65,1.2
lynx01,lynx01,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Lynx,16,38%,39%,9,2.35,,31,0,31,Feline,27,0,87%,87%,0.66,,42,4.05,1.03,,42,3.17,1.48,,,,,,,,,,34,1.56,1.08
macaque,macaque01,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,monkey,28,67%,68%,8,1.65,,33,0,33,Mammal,31,0,94%,94%,0.39,,42,3.79,1.07,,42,3.1,1.39,,32,3.25,1.41,,32,3.25,1.44,,34,1.79,0.95
macaroni01,macaroni01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Macaroni,25,60%,60%,8,1.95,,33,0,33,Food,33,0,100%,100%,0,,42,4.79,0.65,,42,1.93,1,,31,3.9,1.11,,31,3.87,1.18,,34,2.06,1.18
machete,machete,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Machete,20,48%,49%,3,1.14,,32,3,35,War related weapon & item,16,0,50%,46%,1.66,,42,4,1.04,,42,1.76,0.85,,,,,,,,,,34,3.09,1.29
machinegun,machinegun,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,gun,13,31%,31%,10,2.64,,33,1,34,War related weapon & item,32,1,97%,97%,0.2,,42,3.76,1.23,,42,2.9,1.34,,,,,,,,,,34,4.21,0.95
hubcap,mag,BOSS-2014 (v.2),,42,0,3,1,0%,7%,2%,38,hubcap,9,21%,24%,16,3.56,,33,3,36,Vehicle,22,1,67%,64%,1.54,,42,4.14,0.93,,42,2.38,1.25,,,,,,,,,,34,2,1.07
magneticcompass,magneticcompass,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,compass,39,93%,95%,3,0.33,,33,1,34,Outdoor activity & sport item,14,1,42%,44%,2.57,,42,4.31,0.98,,42,2.69,1.22,,32,3.63,1.07,,32,3.28,1.28,,34,2.88,1.49
magnifyingglass01b,magnifyingglass01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Stationary & school supply,12,0,36%,34%,2.41,,,,,,,,,,,,,,,,,,,,
communitymailbox,mailbox01,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,mail box,28,67%,74%,7,1.46,,32,0,32,Building infrastructure,22,0,69%,69%,1.56,,42,4.1,1.05,,42,2.52,1.06,,32,2.31,1.57,,32,3.5,1.52,,33,2.73,1.01
mailbox01,mailbox03,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,mail box,41,98%,98%,2,0.16,,32,1,33,Building infrastructure,15,0,47%,45%,2.07,,42,4.52,0.97,,42,2,1.08,,32,2.97,1.58,,32,3.78,1.34,,33,2.94,1.22
postalmailbox01,mailbox04,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,mail box,35,83%,83%,7,1.07,,32,1,33,Building infrastructure,20,1,63%,64%,1.94,,42,4.6,0.77,,42,2,0.83,,32,2.34,1.6,,32,3.09,1.3,,34,3.32,1.36
mailbox02,mailbox05,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,mail box,41,98%,100%,1,0,,33,3,36,Building infrastructure,26,0,79%,72%,1.14,,42,4.69,0.52,,42,2,0.91,,32,4.16,1.3,,32,3.97,1.31,,34,3,1.18
mailtruck,mailtruck,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,truck,13,31%,31%,12,2.89,,33,1,34,Vehicle,31,1,94%,94%,0.39,,42,4.6,0.73,,42,2.5,1.29,,,,,,,,,,34,2.26,1.14
makeupbrush04,makeupbrush04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Skincare & bathroom item,31,1,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
makiroll,maki,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Sushi,34,81%,81%,5,1,,33,1,34,Food,33,0,100%,97%,0,,42,4.45,0.83,,42,3.02,1.24,,32,3.91,1.12,,32,3.72,1.33,,34,2.15,1.18
mallet01b,mallet01b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Hand labour tool & accessory,28,0,88%,88%,0.73,,,,,,,,,,,,,,,,,,,,
mango01,mango01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
manshoe,manshoe,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Clothing,30,0,91%,91%,0.58,,,,,,,,,,,,,,,,,,,,
stingray,mantaray,BOSS-2014 (v.2),,42,0,6,3,0%,14%,7%,33,Stingray,17,40%,52%,8,2.17,,32,0,32,Fish,23,0,72%,72%,1.26,,42,3.48,1.21,,42,3.19,1.29,,,,,,,,,,34,1.47,0.75
maraca01,maracas,BOSS-2014 (v.2),,42,10,8,4,24%,19%,10%,20,Maraca,10,24%,50%,8,2.32,,33,1,34,Musical instrument,25,0,76%,74%,1.32,,41,2.73,1.3,,41,2.54,1.12,,,,,,,,,,33,2.39,1.25
marble,marble,BOSS-2014 (v.2),,41,0,1,1,0%,2%,2%,39,marble,33,80%,85%,5,0.9,,32,0,32,Gamestoy & entertainment,31,0,97%,97%,0.2,,41,4.32,0.91,,41,2.27,1.25,,32,4.09,1.23,,32,4.09,1.28,,34,2.41,1.37
marker01a,marker01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Stationary & school supply,29,0,88%,83%,0.63,,,,,,,,,,,,,,,,,,,,
martiniglass01b,martiniglass01b,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,martini glass,27,64%,64%,5,1.64,,33,1,34,Kitchen & utensil,32,0,97%,94%,0.2,,42,4.6,0.59,,42,1.98,1.16,,32,4.28,1.02,,32,2.63,1.41,,34,3.09,1.19
mascarabrush,mascarabrush,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Skincare & bathroom item,29,0,91%,91%,0.53,,,,,,,,,,,,,,,,,,,,
mask02a,mask02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Decoration & gift accessory,32,0,97%,91%,0.2,,,,,,,,,,,,,,,,,,,,
mask04,mask04,BOSS-2014 (v.2),,42,6,3,0,14%,7%,0%,33,mask,25,60%,76%,7,1.41,,32,5,37,Decoration & gift accessory,27,1,84%,76%,0.86,,40,3.18,1.41,,40,2.88,1.07,,32,2.88,1.58,,32,3.88,1.36,,33,1.7,1.21
match,match,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Household article & cleaner,18,1,55%,54%,1.8,,,,,,,,,,,,,,,,,,,,
mattress,mattress,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,mattress,41,98%,98%,2,0.16,,33,0,33,Furniture,30,0,91%,91%,0.52,,42,4.86,0.47,,42,2.05,0.91,,32,4.06,1.29,,32,3.69,1.42,,34,3.26,1.24
measuringcup01,measuringcup01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
measuringspoon,measuringspoon,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
measuringtape01,measuringtape01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Hand labour tool & accessory,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
mechanicalpencil02,mechanicalpencil02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
medal02b,medal02b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Decoration & gift accessory,15,1,47%,47%,2.12,,,,,,,,,,,,,,,,,,,,
megaphone,megaphone,BOSS-2014 (v.2),,40,0,3,1,0%,8%,3%,36,Megaphone,15,38%,42%,8,2.41,,33,1,34,Electronic device & accessory,16,0,48%,47%,1.78,,40,4.23,0.92,,40,2.25,1.01,,,,,,,,,,34,4.12,1.07
melbatoast,melbatoast,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
flowerwreath,memorialflowers,BOSS-2014 (v.2),,42,0,6,2,0%,14%,5%,34,wreath,11,26%,32%,13,3.09,,33,1,34,Decoration & gift accessory,32,0,97%,94%,0.2,,42,3.86,1.03,,42,2.93,1.3,,,,,,,,,,34,1.71,1.12
memorialplaque,memorialplaque,BOSS-2014 (v.2),,42,0,9,1,0%,21%,2%,32,Plaque,6,14%,19%,19,3.82,,32,0,32,Building infrastructure,16,0,50%,50%,1.56,,42,3.9,1.1,,42,2.26,0.94,,,,,,,,,,34,1.68,1.15
menwashroomsign,mensign,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,Men’s washroom Sign,15,36%,37%,13,3.02,,33,1,34,Building infrastructure,7,1,21%,24%,2.9,,41,4.68,0.69,,41,1.49,0.71,,,,,,,,,,34,2.44,1.4
metalbrush,metalbrush,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Hand labour tool & accessory,13,0,39%,38%,2.05,,,,,,,,,,,,,,,,,,,,
metalscissors,metalscissors,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Hand labour tool & accessory,26,0,81%,81%,0.93,,,,,,,,,,,,,,,,,,,,
