FILENAME,Filename English v.2.1,Dataset,Name,Nb inputs,Fq DKO,Fq DKN,Fq  TOT,% DKO,% DKN,% TOT,Nb names,Modal name,Fq modal name,% Name Agreement (/Fq inputs),% Name Agreement (/Fq names),Nb diff names,H-value,Category 2-resp,Nb category (answer1),Nb category (answer2),Nb category (all answers),Modal category,Fq (answer1),Fq (answer2),% Category Agreement,% Category Agreement (all answers),Hcat-value,Familiarity,Fam_Nb_inputs,Fam_Mean,Fam_StDev,Visual Complexity,Nb inputs,Mean,StDev,Object Agreement,Nb inputs,Mean,StDev,Viewpoint Agreement,Nb inputs,Mean,StDev,Manipulability,Nb inputs,Mean,StDev
electricmixer,electricmixer,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,mixer,22,52%,54%,15,2.7,,33,4,37,Kitchen & utensil,30,2,91%,86%,0.44,,42,4.33,0.93,,42,2.55,1.02,,32,3.72,1.37,,32,3.63,1.64,,34,2.47,1.21
electricrazor,electricrazor,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,5,38,Skincare & bathroom item,27,4,82%,82%,0.8,,,,,,,,,,,,,,,,,,,,
electrictoothbrush01c,electrictoothbrush01c,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Electric toothbrush,29,69%,69%,5,1.25,,33,2,35,Skincare & bathroom item,31,1,94%,91%,0.33,,42,4.5,0.8,,42,2.19,0.97,,32,4.09,1.2,,32,2.59,1.39,,34,3.74,1.31
electrictransformer,electrictransformer,BOSS-2014 (v.2),,42,14,11,3,33%,26%,7%,14,Transformer,3,7%,21%,12,3.47,,32,1,33,Building infrastructure,18,0,56%,55%,1.62,,40,3,1.36,,40,2.63,1.17,,,,,,,,,,32,1.5,0.95
ellipticalmachine,ellipticalmachine,BOSS-2014 (v.2),,42,0,2,3,0%,5%,7%,37,Elliptical machine,9,21%,24%,15,3.23,,33,1,34,Outdoor activity & sport item,27,0,82%,79%,0.91,,42,4.33,0.79,,42,2.74,1.11,,,,,,,,,,34,3.53,1.24
endive,endive,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
englishcucumber,englishcucumber,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,cucumber,37,88%,88%,4,0.69,,33,0,33,Food,33,0,100%,100%,0,,42,4.74,0.59,,42,1.86,1.09,,32,4.41,0.87,,32,4.19,1.23,,34,2.06,1.1
englishmuffin,englishmuffin,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
entrancegate,entrancegate,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,gate,29,69%,71%,8,1.64,,31,1,32,Building infrastructure,28,1,90%,91%,0.46,,42,4.48,0.74,,42,2.38,1.08,,32,3.53,1.44,,32,3.69,1.38,,34,2.38,1.3
envelope03a,envelope03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Stationary & school supply,30,0,94%,91%,0.4,,,,,,,,,,,,,,,,,,,,
eraser,eraser,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
escalator,escalator,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Escalator,38,90%,90%,4,0.6,,32,0,32,Building infrastructure,28,0,88%,88%,0.64,,42,4.81,0.45,,42,2.64,1.3,,32,4.28,1.17,,32,4.22,1.13,,34,3,1.3
ethernetcable02,ethernetcable02,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Electronic device & accessory,29,0,88%,88%,0.78,,,,,,,,,,,,,,,,,,,,
exercisebench,exercisebench,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Outdoor activity & sport item,24,1,73%,74%,1.18,,,,,,,,,,,,,,,,,,,,
exercisemachine,exercisemachine,BOSS-2014 (v.2),,42,0,2,2,0%,5%,5%,38,exercise machine,16,38%,42%,14,2.98,,33,0,33,Outdoor activity & sport item,27,0,82%,82%,0.95,,41,4.12,1.03,,41,3.1,1.28,,,,,,,,,,34,3.74,1.31
exitsign,exitsign,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,exit sign,40,95%,95%,3,0.32,,32,2,34,Building infrastructure,17,1,53%,53%,2.22,,42,4.86,0.42,,42,1.64,0.96,,32,4.13,1.18,,31,4.06,1.12,,34,2.26,1.26
expandablefolder03a,expandablefolder03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
safarihat,explorerhat,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,hat,17,40%,40%,13,2.69,,33,2,35,Clothing,30,1,91%,89%,0.44,,42,3.98,1.05,,42,1.79,0.75,,,,,,,,,,34,2.53,1.26
espressomachine,expressomachine,BOSS-2014 (v.2),,42,4,4,2,10%,10%,5%,32,Espresso machine,17,40%,53%,8,2.09,,33,3,36,Kitchen & utensil,24,1,73%,69%,1.35,,42,3.83,1.23,,42,3.14,1.28,,,,,,,,,,33,3.03,1.24
extensioncord,extensioncord,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Electronic device & accessory,28,0,88%,88%,0.73,,,,,,,,,,,,,,,,,,,,
eye,eye,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Eye,32,76%,76%,4,1.07,,33,0,33,Bodypart,33,0,100%,100%,0,,42,4.9,0.3,,42,2.98,1.52,,31,4.26,1.03,,31,4.23,1.15,,34,3.74,1.54
eyedrops,eyedrops,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Medical instrument & accessory,14,1,44%,44%,2.42,,,,,,,,,,,,,,,,,,,,
eyepatch,eyepatch,BOSS-2014 (v.2),,42,1,3,0,2%,7%,0%,38,Eye patch,35,83%,92%,4,0.52,,32,7,39,Clothing,16,5,50%,54%,1.98,,42,3.86,1.3,,42,1.5,0.77,,32,4.47,0.84,,32,3.97,1.26,,34,3.15,1.52
falcon,falcon,BOSS-2014 (v.2),,42,1,1,0,2%,2%,0%,40,eagle,18,43%,45%,10,2.38,,32,0,32,Bird,32,0,100%,100%,0,,41,4,1.18,,41,3.39,1.43,,,,,,,,,,34,1.94,1.15
fan,fan,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Electronic device & accessory,14,0,44%,44%,2.17,,,,,,,,,,,,,,,,,,,,
fanblades,fanpropeller,BOSS-2014 (v.2),,42,0,1,4,0%,2%,10%,37,fan,20,48%,54%,4,1.53,,33,1,34,Electronic device & accessory,9,0,27%,26%,3.03,,42,4.17,0.96,,42,2.02,0.87,,,,,,,,,,34,2.21,1.27
faucet,faucet,BOSS-2014 (v.2),,42,0,0,5,0%,0%,12%,37,faucet,24,57%,65%,9,1.91,,33,2,35,Skincare & bathroom item,16,1,48%,49%,2.04,,42,4.71,0.55,,42,2.02,0.87,,32,3.28,1.33,,32,3.66,1.49,,34,3.82,1.22
faxmachine,faxmachine,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,fax machine,26,62%,62%,8,1.76,,33,2,35,Electronic device & accessory,31,0,94%,89%,0.33,,42,4.4,0.77,,42,2.83,1.17,,31,3.71,1.32,,31,3.39,1.36,,34,2.65,1.28
feather03a,feather03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,5,38,Natural element,15,0,45%,39%,1.79,,,,,,,,,,,,,,,,,,,,
fence02,fence02,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,fence,25,60%,61%,6,1.67,,33,0,33,Building infrastructure,27,0,82%,82%,0.8,,42,4.38,0.76,,42,2.24,0.93,,31,3.13,1.5,,31,3.48,1.55,,34,1.94,1.13
fennec,fennec,BOSS-2014 (v.2),,42,0,10,0,0%,24%,0%,32,Fox,17,40%,53%,8,2.09,,33,0,33,Canine,24,0,73%,73%,0.85,,42,3.31,1.22,,42,3.1,1.38,,,,,,,,,,34,1.56,0.89
ferry,ferry,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Ferry,13,31%,31%,10,2.85,,33,1,34,Vehicle,32,0,97%,94%,0.2,,42,4.1,1.1,,42,3.55,1.35,,,,,,,,,,34,1.85,1.08
fighterjet,fighterjet,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,plane,10,24%,24%,11,2.78,,33,5,38,Vehicle,25,2,76%,71%,1.11,,42,3.98,1.09,,42,3.12,1.38,,,,,,,,,,34,2.68,1.45
file,filetool,BOSS-2014 (v.2),,42,4,9,3,10%,21%,7%,26,File,15,36%,58%,10,2.26,,33,2,35,Hand labour tool & accessory,28,1,85%,83%,0.9,,41,3.51,1.27,,41,1.76,0.73,,,,,,,,,,34,2.5,1.35
filingcabinet,filingcabinet,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,filing cabinet,25,60%,64%,10,2.01,,33,0,33,Furniture,20,0,61%,61%,1.21,,42,4.64,0.58,,42,1.95,0.88,,32,4.22,1.01,,32,4.09,1.15,,34,3.09,1.29
filmnegative,filmnegative,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Electronic device & accessory,13,0,39%,39%,1.98,,,,,,,,,,,,,,,,,,,,
filmroll,filmroll,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Electronic device & accessory,21,0,64%,60%,1.76,,,,,,,,,,,,,,,,,,,,
fingernail02,fingernail02,BOSS-2014 (v.2),,42,3,1,0,7%,2%,0%,38,Nail,19,45%,50%,6,1.67,,33,1,34,Bodypart,24,0,73%,71%,1.32,,41,4.12,1.25,,42,2.21,1.59,,,,,,,,,,27,2.56,1.65
fingerprint,fingerprint,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,finger print,39,93%,93%,3,0.44,,33,4,37,Bodypart,19,3,58%,59%,2.17,,42,4.69,0.75,,42,3.17,1.56,,32,4.53,0.88,,32,4.66,0.65,,34,3.26,1.44
firtree,fir,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Christmas tree,14,33%,33%,8,2.63,,33,3,36,Natural element,23,3,70%,72%,1.16,,42,4.64,0.58,,42,2.95,1.36,,,,,,,,,,34,2.56,1.26
firealarm,firealarm,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,fire alarm,18,43%,43%,8,2.28,,32,1,33,Building infrastructure,10,0,31%,30%,2.78,,42,4.5,0.74,,42,1.79,1,,,,,,,,,,34,2.21,1.32
fireextinguisher01,fireextinguisher01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Household article & cleaner,14,1,42%,44%,2.38,,,,,,,,,,,,,,,,,,,,
firehydrant,firehydrant,BOSS-2014 (v.2),,42,0,2,1,0%,5%,2%,39,Fire hydrant,38,90%,97%,2,0.17,,32,0,32,Building infrastructure,21,0,66%,66%,1.78,,42,4.6,0.63,,42,2.21,1.09,,32,3.97,1.03,,32,2.94,1.34,,34,2.5,1.16
fireplace,fireplace,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Fireplace,36,86%,86%,5,0.85,,33,0,33,Building infrastructure,23,0,70%,70%,1.3,,42,4.5,0.8,,42,2.17,1.03,,32,3.63,1.31,,32,4.13,1.07,,34,2.53,1.19
firstaidkit,firstaidkit,BOSS-2014 (v.2),,42,0,2,0,0%,5%,0%,40,lunch box,13,31%,33%,13,2.8,,33,1,34,Stationary & school supply,9,0,27%,26%,2.91,,42,4.14,0.95,,42,1.9,0.85,,,,,,,,,,33,2.55,1.39
fishinghook03,fishinghook03,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,30,0,30,Outdoor activity & sport item,27,0,90%,90%,0.56,,,,,,,,,,,,,,,,,,,,
fishingrod,fishingpole,BOSS-2014 (v.2),,42,0,0,3,0%,0%,7%,39,fishing rod,28,67%,72%,3,0.98,,32,2,34,Outdoor activity & sport item,31,0,97%,91%,0.2,,42,4.24,1.05,,42,2.38,1.27,,32,3.81,1.35,,32,3.84,1.32,,34,3.97,1.24
fishskeleton,fishskeleton,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Fish skeleton,28,67%,67%,4,1.16,,33,7,40,Fish,23,4,70%,68%,1.48,,42,4.17,1.03,,42,2.95,1.38,,32,4.03,1.2,,32,4.09,1.2,,34,1.53,1.02
flag,flag,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,flag,30,71%,71%,5,1.38,,33,1,34,Decoration & gift accessory,11,0,33%,32%,2.29,,42,4.21,0.95,,42,1.83,0.88,,32,2.88,1.58,,32,3.44,1.44,,34,2.18,1.42
flail,flail,BOSS-2014 (v.2),,42,4,12,2,10%,29%,5%,24,Mace,6,14%,25%,12,3.2,,33,1,34,War related weapon & item,32,0,97%,94%,0.2,,41,3.41,1.38,,41,2.49,1.12,,,,,,,,,,34,2.26,1.19
flashlight02b,flashlight02b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Hand labour tool & accessory,15,0,45%,43%,1.85,,,,,,,,,,,,,,,,,,,,
flask,flask,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Kitchen & utensil,17,0,53%,53%,2.26,,,,,,,,,,,,,,,,,,,,
flipflop01b,flipflop01b,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,flip flop,25,60%,60%,8,1.79,,33,2,35,Clothing,31,1,94%,91%,0.39,,42,4.79,0.56,,42,1.83,0.96,,32,3.28,1.28,,32,3.25,1.34,,34,2.79,1.27
flooringstapler,flooringstapler,BOSS-2014 (v.2),,42,24,6,2,57%,14%,5%,10,Nail gun,2,5%,20%,9,3.12,,33,0,33,Hand labour tool & accessory,30,0,91%,91%,0.52,,37,2.14,1.21,,40,2.93,1.02,,,,,,,,,,27,1.7,1.14
doormat,floormat,BOSS-2014 (v.2),,42,0,0,1,0%,0%,2%,41,Rug,12,29%,29%,9,2.66,,33,2,35,Household article & cleaner,12,0,36%,34%,2.2,,42,4.48,0.92,,42,2.05,1.1,,,,,,,,,,34,2.5,1.46
floortile01,floortile01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Building material,21,2,66%,68%,1.35,,,,,,,,,,,,,,,,,,,,
floortile02,floortile02,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,tile,25,60%,61%,5,1.43,,33,1,34,Building material,23,1,70%,71%,1.16,,42,4.6,0.59,,42,1.69,0.81,,32,3.56,1.22,,32,3.88,1.36,,34,1.82,1.14
floppydisk02a,floppydisk02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Electronic device & accessory,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
flower01,flower01,BOSS-2014 (v.2),,42,0,4,1,0%,10%,2%,37,flower,32,76%,86%,5,0.83,,33,1,34,Natural element,32,1,97%,97%,0.2,,42,3.71,1.2,,42,2.83,1.36,,32,2.91,1.51,,31,3.06,1.41,,34,1.88,1.07
flugglehorn,flugglehorn,BOSS-2014 (v.2),,42,0,1,2,0%,2%,5%,39,trumpet,25,60%,64%,6,1.72,,33,1,34,Musical instrument,31,0,94%,91%,0.33,,42,4.29,0.92,,42,2.86,1.26,,32,4.03,1.2,,32,3.81,1.35,,34,4.24,0.78
fluorescentlightbulb,fluorescentlightbulb,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,light bulb,28,67%,67%,10,1.91,,32,1,33,Electronic device & accessory,13,1,41%,42%,2,,42,4.71,0.46,,42,2.26,1.13,,32,2.75,1.48,,32,2.78,1.5,,34,3.03,1.22
fluorescenttubelight01,fluorescenttubelight01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,2,34,Building material,11,0,34%,32%,2.37,,,,,,,,,,,,,,,,,,,,
flyswatter,flyswatter,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Household article & cleaner,15,0,47%,45%,2.07,,,,,,,,,,,,,,,,,,,,
folder,folder,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
foldingchair,foldingchair,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,folding chair,22,52%,52%,3,1.13,,33,0,33,Furniture,31,0,94%,94%,0.39,,42,4.76,0.58,,42,1.88,0.89,,18,3.06,1.39,,18,3.39,1.61,,34,3.44,1.31
fonduefork01,fonduefork01,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Kitchen & utensil,28,0,85%,82%,0.82,,,,,,,,,,,,,,,,,,,,
fonduefuel,fonduefuel,BOSS-2014 (v.2),,42,2,9,2,5%,21%,5%,29,Bottle,5,12%,17%,23,4.32,,32,0,32,Household article & cleaner,26,0,81%,81%,1.18,,42,3.55,1.21,,42,2.19,0.94,,,,,,,,,,31,1.77,1.09
foodprocessor,foodprocessor,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,3,36,Kitchen & utensil,24,3,73%,75%,1.24,,,,,,,,,,,,,,,,,,,,
foosballtable,foosballtable,BOSS-2014 (v.2),,41,0,2,5,0%,5%,12%,34,Foosball Table,23,56%,68%,4,1.19,,32,1,33,Gamestoy & entertainment,31,0,97%,94%,0.2,,41,4.71,0.56,,41,2.88,1.31,,32,4.03,1.09,,32,3.66,1.38,,34,3.74,1.29
foot,foot,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,foot,29,69%,69%,5,1.41,,33,2,35,Bodypart,32,2,97%,97%,0.2,,42,4.81,0.71,,42,2.02,1.28,,32,3.97,1.2,,32,2.19,1.55,,34,3.65,1.47
football,football,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,football,41,98%,98%,2,0.16,,33,1,34,Outdoor activity & sport item,31,1,94%,94%,0.33,,42,4.69,0.56,,42,1.9,0.88,,32,4.22,1.16,,32,4.13,1.18,,34,4.26,0.83
footballhelmet,footballhelmet,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,football helmet,33,79%,79%,3,0.86,,33,2,35,Outdoor activity & sport item,28,2,85%,86%,0.72,,42,4.31,1,,42,2.21,0.95,,32,4.13,1.01,,32,3.69,1.33,,34,3.24,1.16
footrest02,footrest02,BOSS-2014 (v.2),,42,1,2,7,2%,5%,17%,32,footrest,11,26%,34%,7,2.39,,33,0,33,Furniture,31,0,94%,94%,0.39,,41,4.44,0.74,,42,2.05,0.88,,,,,,,,,,34,2.62,1.21
fork03c,fork03c,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Kitchen & utensil,31,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
fork07b,fork07b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,31,0,94%,94%,0.39,,,,,,,,,,,,,,,,,,,,
forklift,forklift,BOSS-2014 (v.2),,42,0,10,4,0%,24%,10%,28,Forklift,19,45%,68%,5,1.51,,31,2,33,Vehicle,27,1,87%,85%,0.75,,41,4.17,0.86,,41,3.1,1.36,,,,,,,,,,34,2.32,1.2
fortunecookie,fortunecookie,BOSS-2014 (v.2),,42,0,1,0,0%,2%,0%,41,fortune cookie,40,95%,98%,2,0.17,,33,0,33,Food,31,0,94%,94%,0.39,,42,4.64,0.58,,42,1.76,0.82,,32,4.63,0.71,,32,4.13,1.16,,34,2.97,1.29
fountainpen,fountainpen,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Stationary & school supply,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
diploma01,frameddiploma,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Diploma,14,33%,33%,15,3.26,,33,3,36,Stationary & school supply,15,1,45%,44%,1.51,,42,4.45,0.92,,42,1.81,0.86,,,,,,,,,,34,1.76,1.07
freezer02,freezer02,BOSS-2014 (v.2),,42,1,0,0,2%,0%,0%,41,freezer,25,60%,61%,11,2.15,,33,1,34,Kitchen & utensil,13,0,39%,38%,2.27,,42,4.38,0.96,,42,1.79,1.12,,32,3.97,1.28,,32,4,1.27,,33,2.42,1.23
freighttruck,freighttruck,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,truck,21,50%,50%,11,2.51,,33,3,36,Vehicle,32,0,97%,89%,0.2,,42,4.6,0.66,,42,2.9,1.25,,,,,,,,,,34,2.41,1.23
frenchfries,frenchfries,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,fries,22,52%,52%,4,1.27,,32,0,32,Food,32,0,100%,100%,0,,42,4.93,0.26,,42,1.95,1.06,,32,4.03,1.03,,32,3.97,1.15,,34,2.71,1.22
frenchhorn,frenchhorn,BOSS-2014 (v.2),,42,0,5,4,0%,12%,10%,33,French horn,15,36%,45%,7,2.18,,33,0,33,Musical instrument,32,0,97%,97%,0.2,,42,3.95,1.06,,42,3.02,1.3,,,,,,,,,,34,3.59,1.02
frisbee,frisbee,BOSS-2014 (v.2),,42,1,2,0,2%,5%,0%,39,Frisbee,37,88%,95%,3,0.34,,33,1,34,Outdoor activity & sport item,22,1,67%,68%,1.06,,42,4.4,1.06,,41,1.78,1.01,,32,3.84,1.27,,32,3.88,1.39,,33,4.12,1.02
fryingpan02a,fryingpan02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
musicsheet,fullscore,BOSS-2014 (v.2),,42,0,1,1,0%,2%,2%,40,music sheet,32,76%,80%,7,1.22,,33,2,35,Musical instrument,26,1,79%,77%,1.04,,42,4.36,1.06,,42,2.74,1.38,,32,4.03,0.97,,32,3.59,1.32,,34,2.94,1.1
funnel,funnel,BOSS-2014 (v.2),,42,0,2,4,0%,5%,10%,36,funnel,35,83%,97%,2,0.18,,33,3,36,Kitchen & utensil,23,3,70%,72%,1.53,,41,4.63,0.83,,41,1.59,0.81,,32,4.34,0.83,,32,3.38,1.41,,34,2.71,1.17
fuse,fuse,BOSS-2014 (v.2),,42,8,4,3,19%,10%,7%,27,Fuse,14,33%,52%,11,2.53,,33,0,33,Electronic device & accessory,10,0,30%,30%,2.7,,39,3.41,1.37,,40,2.65,1.25,,,,,,,,,,29,2.14,1.33
fusebox,fusebox,BOSS-2014 (v.2),,42,2,8,5,5%,19%,12%,27,Fuse box,6,14%,22%,16,3.63,,32,1,33,Building infrastructure,18,0,56%,55%,1.66,,42,4.31,1.02,,42,1.6,0.83,,,,,,,,,,32,2,1.14
fusilli03a,fusilli03a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,1,34,Food,32,0,97%,94%,0.2,,,,,,,,,,,,,,,,,,,,
gamecontroller01,gamecontroller,BOSS-2014 (v.2),,42,0,0,2,0%,0%,5%,40,Game controller,10,24%,25%,16,3.37,,33,8,41,Gamestoy & entertainment,19,1,58%,49%,1.14,,42,4.55,0.77,,42,2,0.77,,,,,,,,,,34,3.56,1.05
gamepiece,gamepiece,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Gamestoy & entertainment,29,0,91%,91%,0.6,,,,,,,,,,,,,,,,,,,,
gardengnome02,gardengnome02,BOSS-2014 (v.2),,42,0,3,0,0%,7%,0%,39,Garden gnome,15,36%,38%,8,2.19,,33,0,33,Decoration & gift accessory,31,0,94%,94%,0.33,,42,4,1.1,,42,2.48,1.27,,,,,,,,,,34,1.47,0.71
gardenutilityvehicle,gardeningcart,BOSS-2014 (v.2),,42,0,11,3,0%,26%,7%,28,tractor,5,12%,18%,22,4.22,,32,2,34,Vehicle,32,0,100%,94%,0,,42,3.57,1.06,,42,2.95,1.21,,,,,,,,,,34,2.47,1.16
gardenshears01a,gardenshears01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Hand labour tool & accessory,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,34,2.79,1.2
garland,garland,BOSS-2014 (v.2),,42,4,4,5,10%,10%,12%,29,Tinsel,7,17%,24%,12,3.09,,33,0,33,Decoration & gift accessory,27,0,82%,82%,0.8,,42,4.05,1.15,,41,2.24,1.26,,,,,,,,,,31,1.94,1.12
garlic01a,garlic01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Food,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
garlicpress02a,garlicpress02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,32,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
gasburner,gasburner,BOSS-2014 (v.2),,42,2,4,3,5%,10%,7%,33,burner,5,12%,15%,20,4.09,,32,2,34,Kitchen & utensil,25,1,78%,76%,1.16,,41,4.17,1.05,,41,2.54,1.16,,,,,,,,,,34,2.29,1.29
gastank,gastank,BOSS-2014 (v.2),,42,0,5,3,0%,12%,7%,34,Gas jug,4,10%,12%,16,3.84,,31,2,33,Hand labour tool & accessory,10,0,32%,30%,2.11,,42,4.21,0.92,,42,1.86,0.84,,,,,,,,,,34,2.44,1.19
gazebo,gazebo,BOSS-2014 (v.2),,42,1,5,4,2%,12%,10%,32,Gazebo,23,55%,72%,9,1.69,,32,0,32,Building infrastructure,32,0,100%,100%,0,,42,3.76,1.1,,42,2.79,1.12,,32,2.94,1.24,,32,3.59,1.5,,34,1.5,0.86
gecko,gecko,BOSS-2014 (v.2),,42,1,3,1,2%,7%,2%,37,Lizard,22,52%,59%,8,1.86,,32,0,32,Reptile,31,0,97%,97%,0.2,,42,3.52,1.13,,42,3.31,1.37,,32,3,1.46,,32,3.75,1.32,,34,1.38,0.85
generator,generator,BOSS-2014 (v.2),,42,14,6,3,33%,14%,7%,19,Generator,8,19%,42%,10,2.77,,32,3,35,Hand labour tool & accessory,14,2,44%,46%,1.81,,39,2.97,1.44,,39,3,1.1,,,,,,,,,,29,1.66,1.04
gift01,gift01,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,Gift,20,48%,48%,7,1.92,,33,0,33,Decoration & gift accessory,29,0,88%,88%,0.71,,42,4.71,0.67,,42,2.4,1.27,,,,,,,,,,34,3.15,1.31
giftbag01a,giftbag01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,2,35,Decoration & gift accessory,28,1,85%,83%,0.9,,,,,,,,,,,,,,,,,,,,
giftbow02b,giftbow02b,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Decoration & gift accessory,33,0,100%,100%,0,,,,,,,,,,,,,,,,,,,,
giftbow04,giftbow04,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,0,32,Decoration & gift accessory,31,0,97%,97%,0.2,,,,,,,,,,,,,,,,,,,,
ginger,ginger,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,3,35,Food,30,1,94%,89%,0.34,,,,,,,,,,,,,,,,,,,,
giraffe,giraffe,BOSS-2014 (v.2),,42,0,0,0,0%,0%,0%,42,giraffe,42,100%,100%,1,0,,32,1,33,Mammal,31,0,97%,94%,0.2,,42,4.43,1.04,,42,3.12,1.5,,32,4.47,0.95,,32,4.34,1,,34,2.21,1.41
giraffefigurine,giraffefigurine,BOSS-2014 (v.2),,42,2,0,0,5%,0%,0%,40,Giraffe statue,9,21%,23%,17,3.45,,33,14,47,Decoration & gift accessory,28,1,85%,62%,0.82,,42,3.71,1.17,,42,2.57,1.23,,,,,,,,,,34,1.53,1.05
glass02a,glass02a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,33,0,33,Kitchen & utensil,12,0,36%,36%,2.13,,,,,,,,,,,,,,,,,,,,
glasses01a,glasses01a,BOSS-2010 (v.1),,,,,,,,,,,,,,,,,32,1,33,Clothing,22,1,69%,70%,1.47,,,,,,,,,,,,,,,,,,,,
